filename,company,chunk_id,text
Alta Peruvian.pdf,Alta Peruvian,78,19
Alta Peruvian.pdf,Alta Peruvian,79,"• On-call. These employees work on an as-needed basis and are not regularly scheduled from week to week. On-call employees are not eligible for benefits. Background and Reference Checks To ensure that individuals who join our Hotel are well qualified and to ensure that the Alta Hotel maintains a safe and productive work environment, the Hotel will conduct pre-employment background checks on applicants who accept an offer of employment. Background checks may include verification of any information on the applicant’s resume or application form. To the extent legally allowed at the time, the hotel may also use information available on social media sites in its hiring decisions. The Hotel also reserves the right to conduct a background check for current employees to determine eligibility for promotion or reassignment in the same manner as described above"
Alta Peruvian.pdf,Alta Peruvian,80,". Personnel Records It is particularly important that employees keep the hotel informed about changes in their: • Address • Telephone number • Marital status • Number of dependents • Legal name (through marriage or otherwise) • Name of person to be notified in case of an emergency Report any such changes, in writing, to the General Manager or the Director of Human Resources. Employee files are kept confidential, and may not be viewed without proper authorization from the GM. Information in an employee file may never be used for any reason other than legitimate hotel purposes. Violation of these policies is subject to discipline up to and including termination. Any department head considering the hire of a former employee or transfer of a current employee may be granted access to that employee’s file. Employees are entitled to review their file. Although the file cannot leave the office in which it is kept, your General Manager can make arrangements for you to review the file"
Alta Peruvian.pdf,Alta Peruvian,81,". Introductory Period The first 60 days of employment is an introductory period; during which time employees will be evaluated carefully to determine their suitability for their position. An employee who fails to perform satisfactorily during this time may be terminated without notice. In some situations, the employee may receive a training wage during their introductory period. Performance Reviews Periodically, written performance reviews will be given by your department head. A performance review will normally be given at least once a year and will be placed in your personnel file. Performance reviews do not always result in a pay increase."
Alta Peruvian.pdf,Alta Peruvian,82,20
Alta Peruvian.pdf,Alta Peruvian,83,"Discipline Every employee has the duty and the responsibility to be aware of and abide by existing rules and policies. Employees also have the responsibility to perform his/her duties to the best of his/her ability and to the standards as set forth in his/her job description or as otherwise established. When policies and procedures are not being followed, it is the responsibility of your department head or the general manager to correct the situation. This will take the form of coaching/counseling; or more formal verbal and/or written warnings. The Hotel reserves the right to combine or skip steps in this process depending on the facts of each situation and the nature of the offense. The level of disciplinary intervention may also vary. Some of the factors that will be considered are whether the offense is repeated despite coaching, counseling and/or training; the employee's work record; and the impact the conduct and performance issues have on our organization"
Alta Peruvian.pdf,Alta Peruvian,84,". Initially, when an employee displays unacceptable behavior or his/her performance is not meeting the job requirements, the employee will be made aware of the situation and be given an opportunity to correct the problem in a reasonable amount of time. In some cases, this initial contact may include a verbal warning. A verbal warning will occur if previous coaching has not corrected the problem or if the initial issue is sufficiently serious. The warning will be noted in the employee's personnel records. A written warning is given when your department head or the general manager believes that an offense is sufficiently serious or when a verbal warning has proven insufficient. The written warning may also include a notation indicating that the next similar transgression will result in termination. You should recognize the grave nature of the written warning"
Alta Peruvian.pdf,Alta Peruvian,85,". You should recognize the grave nature of the written warning. If you feel the warning is inaccurate or unwarranted, you may respond, in writing, and your response will be attached to the written warning and placed in your personnel file. An employee may be terminated if he/she has three written warnings, for any reason, in their file. For problems deemed to be serious enough, or for failure to respond appropriately to prior counseling and warnings, suspension and/or termination may occur. If suspended, the employee will be expected to leave the premises immediately and remain off work, without pay, for the duration of their suspension. If an employee is terminated, they will be expected to leave the premises immediately. A final paycheck will be issued the same day (or the next business day if termination happens on a weekend). Prior to receiving their final check, the employee must tum in hotel keys, uniforms, name badges, and any other hotel property in their possession"
Alta Peruvian.pdf,Alta Peruvian,86,". Notwithstanding any of the above, an employee can also be discharged immediately if he/she violates any of the following rules, which are such serious breaches of responsibility that no prior warnings are warranted (the rules and regulations listed herein are not all inclusive):"
Alta Peruvian.pdf,Alta Peruvian,87,21
Alta Peruvian.pdf,Alta Peruvian,88,"• Theft, attempted theft, or removal from the premises without proper authorization of company property or the property belonging to a guest or another employee. • Possession of a lethal weapon on company premises. • Willful damage to company property. • Failing to report to work without authorization for three days (consecutive or otherwise) during any three consecutive months. • Falsification of company records including, but not limited to, employment applications, payroll and financial reports. • Hitting, pushing or otherwise striking another person or any other disorderly conduct while on company premises or arising out of company business relations. • Possession or consumption of alcoholic beverages or illegal drugs or being under the influence of alcohol or illegal drugs on company time or premises. • Failure to carry out a reasonable job assignment or job request of a department head or supervisor, after being warned that failure to do so can result in termination"
Alta Peruvian.pdf,Alta Peruvian,89,". • Unauthorized entrance to a guest room. • Conviction of a felony. • Gross insubordination, intimidation of, harassment of or abusive language toward a guest, co-worker or other personnel. This would include a serious guest service complaint. • Serious misconduct which threatens the orderly functioning of the property, the safety or security of co-workers, guests, or otherwise damaging the reputation of the business. Separation of Employment Separation of employment can occur for several different reasons. • Resignation: Resigning employees are encouraged to provide two weeks’ notice, preferably in writing, to facilitate a smooth transition out of the organization. If an employee provides less notice than requested, the employer may deem the individual to be ineligible for rehire depending on the circumstances regarding the notice given. • Retirement: Employees who wish to retire are required to notify their department head or General Manager"
Alta Peruvian.pdf,Alta Peruvian,90,". • Job abandonment: Employees who fail to report to work or contact their supervisor for three (3) consecutive workdays shall be considered to have abandoned the job without notice, effective at the end of their normal shift on the third day. Employees who are separated due to job abandonment are ineligible to receive accrued benefits and are ineligible for rehire. • Termination: Employees of Alta Hotel Group are employed on an at-will basis, and the company retains the right to terminate an employee at any time. Return of Company Property The separating employee must return all company property at the time of separation, including uniforms, cell phones, keys, PCs and identification cards. Failure to return some items may result in deductions from the final paycheck. An employee will be required to sign the Wage Deduction Authorization Agreement to deduct the costs of such items from the final paycheck."
Alta Peruvian.pdf,Alta Peruvian,91,22
Alta Peruvian.pdf,Alta Peruvian,92,"Rehire Former employees who left the Hotel in good standing and were classified as eligible for rehire may be considered for reemployment. An applicant or employee who is terminated for violating policy or who resigned in lieu of termination from employment due to a policy violation will be ineligible for rehire. Problem Solving Procedures If you would like to discuss any aspect of your employment, work conditions, interactions with other staff members, or company policy we urge you to bring your concerns to our attention. Discuss the matter with your department head. During this discussion feel free to share your concerns. Generally, you and your department head should be able to resolve your problems. If no solution occurs, contact your General Manager and set a time to discuss the issue. He/she will obtain all the facts and work to settle your problem in a fair and equitable manner. All involved parties may be brought together to resolve the situation"
Alta Peruvian.pdf,Alta Peruvian,93,". Note: Your problem may be such that you prefer to discuss it directly with your General Manager. Always feel free to do so. All employee suggestions and complaints shall be given full consideration. There will be no discrimination or recrimination against any employee because he/she presents a complaint or problem. In extraordinary situations, you may prefer to contact the president of Alta Hotel Group directly. A “Speak Out” form is available in this manual for this purpose."
Alta Peruvian.pdf,Alta Peruvian,94,"GENERAL RULES AND PROCEDURES Employee Conduct Employees are expected to treat our guests, customers, and one another with respect and understanding. Any rudeness (e.g., profanity, yelling, use of vulgar or obscene language, suggestive or sarcastic gestures) will not be tolerated and may result in disciplinary action, up to and including termination. Do not talk about company issues in public areas and by no means discuss any grievances with guests. Dating/Marriage Policy Dating or marriage to a coworker in today's business, legal and social environment has an impact beyond the otherwise simple relationship between two people. Among the various factors complicating matters, the following three ""risks"" are readily apparent. Risk to the business, reflected in three main areas: 1. Financial defalcation 2. Inappropriate influence over decision making Judgment 23"
Alta Peruvian.pdf,Alta Peruvian,95,"3. Compromising operational policies/procedures 4. Risk to employee morale, reflected in actual or perceived favoritism. 5. Risk of sexual harassment suits. As a business, it is incumbent upon us to address this issue of dating and marriage in the workplace in the form of a company-wide policy. It is not our intent per se to interfere with personal relationships and freedoms. It is our intent to protect the financial integrity, operational efficiencies and morale of our hotels. It is also the intent of this policy to state, up front, the restrictions to which each employee will be subject, thereby reducing confusion on the part of all staff, or favoritism on the part of management. This policy relates to the following relationships (dating or marital): 1. Where one person is in a supervising role, vis a vis the other person: a. A department head or any other member of that department. b. General Manager and any other hotel employee. c. Departmental supervisor and an hourly staff in the same department. 2"
Alta Peruvian.pdf,Alta Peruvian,96,". 2. Any relationship where two department heads or supervisors, which by virtue of the connection between their departments or their function in the hotel, creates a potential conflict of interest by compromising any of the following: a. Properly adhering to and enforcing hotel policies and procedures. b. Judgment and ability to make proper decisions. c. Financial defalcation. d. Alteration of hotel documentation. It will be the responsibility of the more ""senior"" person (department head, supervisor, G.M.) to communicate to the General Manager when a relationship develops. Failure to do so will subject that responsible person to discipline, up to and including dismissal, and/or a unilateral reassignment of either party. Once communicated, it is the responsibility of the General Manager to meet with both parties for the purpose of working out details of a reassignment. Every attempt will be made, subject to prudent business practice, to reassign one of the persons, in most cases the ''junior"" positions"
Alta Peruvian.pdf,Alta Peruvian,97,". There is always a risk, however, that one or the other person will have to leave the property. In that event, and if available, a job will be offered at another Alta Hotel Group hotel. Guest Privacy Employees may never divulge the names of our guests to anyone. Solicitation is not allowed on premise by employees, guests or visitors. Guest room numbers are never to be given out. An employee is in a position to observe the personal actions of many people. It is mandatory that you never discuss your observations either within or outside the property. However, should you notice anything detrimental to the property or its guests, notify your department head, the General Manager immediately. Keep in mind that all guest services (pool, fitness center, lobby, van, etc.) are for guest use only, unless otherwise allowed by the GM"
Alta Peruvian.pdf,Alta Peruvian,98,24
Alta Peruvian.pdf,Alta Peruvian,99,"Under no circumstances is an employee to be in a guest room with a guest in a social situation unless specifically allowed by the General Manager. Failure to comply may result in disciplinary action, up to and including termination. Leaving Property during Work Hours It is recognized that, at times, an employee must leave the property during working hours to conduct personal business. The department head is responsible for maintaining proper staffing at all times, so if it is necessary to leave the property at any time during work hours, the employee must do the following: 1. Obtain permission from his/her department head or GM before leaving the property. 2. Punch-out when leaving and punch-in when returning. 3. Check in with his/her department head or GM as soon as he/she returns. Lost and Found When an employee finds a lost and found item, they should turn it in to the designated lost and found location (usually the Front Desk or the Housekeeping Department) as soon as possible"
Alta Peruvian.pdf,Alta Peruvian,100,". All items turned in are logged and maintained for a period of time, during which time we will attempt to locate the rightful owner. Failure to turn in lost and found articles may be cause for dismissal. Personal Phone Calls and Visitors Hotel telephones are for business use only. Personal cell phones or other mobile devices may not be used during working hours, except in the case of an incoming call for an emergency or other urgent situation. Anyone wishing to visit an employee on the job must contact the front desk, who may contact the employee or department head. If available, the employee may meet his/her visitor in the lobby or other public area. Visitors will not be permitted in work areas or guest rooms. Nonemployees may be allowed to visit employee areas only with prior approval of management or as part of a company-sponsored program. These visits should not disrupt workflow. An employee must accompany the nonemployee at all times"
Alta Peruvian.pdf,Alta Peruvian,101,". An employee must accompany the nonemployee at all times. Former employees are not permitted onto company property except for official company business. Smoking Smoking is permitted only in designated areas. Your department head will show you these areas. Transfer/Promotion Whenever possible, job vacancies will be filled by transfer or promotion from within, by employees who meet the requirements for the job involved. Transfers/promotions will be based upon the skill and ability of the employee under consideration to perform the job in question. Normally, an employee should be in a position for at least six months before applying for a transfer or promotion."
Alta Peruvian.pdf,Alta Peruvian,102,25
Alta Peruvian.pdf,Alta Peruvian,103,"HOTEL NON-HARASSMENT POLICY The Hotel strives to maintain an environment where all associates will work free from harassment. The Company will not tolerate harassment of any type. Harassment is any offensive, unwelcome physical or verbal behavior, including but not limited to, comments or conduct related to a person's race, color, national origin, religion, sex, sexual orientation, age, disability or veteran status. Sexual harassment, which is unwelcome sexual advances or other sexual behavior, is also prohibited as set forth in the Hotel’s Policy against Sexual Harassment. Any employee who is subjected to harassment should report all such incidents directly to management. A Confidential Report of Harassment is available for employee use. Upon receiving a harassment complaint, an investigation of the alleged harassment will be conducted and, if warranted, appropriate corrective action will be taken. However, no disciplinary action will be taken without a thorough investigation of the facts"
Alta Peruvian.pdf,Alta Peruvian,104,". No employee will suffer retaliation or any form of punishment for voicing a valid concern. Bullying The Hotel defines bullying as “repeated inappropriate behavior, either direct or indirect, whether verbal, physical or otherwise, conducted by one or more persons against another or others, at the place of work and/or in the course of employment.” Such behavior violates the company’s intent that all employees will be treated with dignity and respect. The purpose of this policy is to communicate to all employees, including supervisors, managers and executives, that the company will not tolerate bullying behavior. Employees found in violation of this policy will be disciplined up to and including termination."
Alta Peruvian.pdf,Alta Peruvian,105,"HOTEL POLICY AGAINST SEXUAL HARASSMENT The Hotel’s Policy against Sexual Harassment prohibits sexual harassment by employees (management or non-management) wherever work or work related activities are being performed. Under the policy, a manager cannot state, suggest or imply that an employee's submission to or rejection of sexual advances will in any way influence any personnel decision regarding that employee's employment, wages, advancement, assigned duties, schedule, or any other condition of employment. Other physical or verbal conduct that creates a sexually offensive work place, whether committed by management or non-management employees, is also prohibited. Examples of this 26"
Alta Peruvian.pdf,Alta Peruvian,106,"conduct include offensive or unwelcome sexual remarks, flirtations, advances or propositions; offensive or unwelcome verbal abuse of a sexual nature; graphic statements about a person's body; sexually degrading words used to describe a person; the display of sexually suggestive objects or pictures; any form of unwelcome, sexually offensive conduct. Sexual harassment at work by any employee will result in disciplinary action up to and including dismissal, and may lead to personal legal and financial liability. If an employee feels that they have been sexually harassed, they are encouraged to fill out a harassment form. Upon receiving a harassment complaint, an investigation of the alleged harassment will be conducted and, if warranted, appropriate corrective action will be taken. However, no disciplinary action will be taken without a thorough investigation of the facts. No employee will suffer retaliation or any form of punishment for voicing a valid concern"
Alta Peruvian.pdf,Alta Peruvian,107,". If at any time an employee feels that they are being sexually harassed by a guest, vendor or customer of the hotel, they should report the incident(s) to a department head or to the General Manager immediately."
Alta Peruvian.pdf,Alta Peruvian,108,"27 EMPLOYEE COMMITMENT I have received a copy of the Alta Peruvian Lodge Employee Handbook and have read it or have had it read to me and I understand all of the preceding policies. I agree to comply with the policies, procedures and standards contained in the handbook. As an employee of the Hotel, I agree to diligently perform my job in a responsible manner. I further agree to read and/or learn all present rules and regulations and any future rules and regulations that may be issued by the Hotel and/or any of its properties. The rules and regulations listed herein are not all inclusive. I understand that I have the right to terminate my employment at any time and my employer retains a similar right and that my employer's personnel policies and/or handbook do not constitute an employment contract. XEmp lo yee's Sig n atu re: Date: XPrin t Name: 28"
Alta Peruvian.pdf,Alta Peruvian,109,Accident Report Form Employee Information: Name _________________________________________________________________ Address________________________________________________________________ Date of birth____________________________________________________________ Telephone Number_______________________________________________________ Accident Information Date and time of accident______________________________________ Location of accident__________________________________________ Description of Accident (What was the employee doing when the accident occurred? What caused the accident? What area of the body was injured? How did the accident happen? Etc
Alta Peruvian.pdf,Alta Peruvian,110,.) ______________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________ List of witnesses: _______________________________________________________________ Treatment Information: Did the employee see a doctor ( ) Yes No ( ) Where______________________________________ When___________________________ Will the employee be off working days? ( ) Yes No ( ) Number of days_________________ Report completed by_____________________________________ Date___________________ Department Head signature________________________________ Date___________________
Alta Peruvian.pdf,Alta Peruvian,111,29
Alta Peruvian.pdf,Alta Peruvian,112,Report of Harassment Name____________________________________________ Date________________________ Position__________________________________Department____________________________ Briefly describe the harassment you were subject to or witnessed ____________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________ Were there any witnesses to the conduct? Yes ( ) No ( ) Names_______________________________________________________________________ I believe these facts to be true
Alta Peruvian.pdf,Alta Peruvian,113,". I understand that in order for the hotel to fully respond to my report, it may have to investigate by speaking with other employees of the hotel. I also understand the hotel may be required to disclose my report and name in connection with its investigation. However, the hotel will, at all times, act to prevent retaliation in connection with my report. ( ) Yes, I give my consent to the hotel to use my name in investigating my report of harassment ( ) No, I do not wish the hotel to use my name in investigating this report _________________________________________ ________________________ Signature Date"
Alta Peruvian.pdf,Alta Peruvian,114,30
Alta Peruvian.pdf,Alta Peruvian,115,"Speak Out Form Dear Employee, Your opinion is important to us. Please use this form to send us ideas, suggestions, comments, concerns, etc. Your comments will be kept confidential"
Alta Peruvian.pdf,Alta Peruvian,116,. ________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________ Name____________________________________________
Alta Peruvian.pdf,Alta Peruvian,117,Name____________________________________________ Address__________________________________________ Hotel property_____________________________________ Send to: Dennis Cahill Alta Hotel Group 1914 E
Alta Peruvian.pdf,Alta Peruvian,118,". 9400 South #221 Sandy, Utah 84093"
Alta Peruvian.pdf,Alta Peruvian,119,### Table 1 | 0 | 1 | |:------------------|:-------------------------------------| | Years of Service* | | | (1) One | Five (5) days; maximum 40 hours | | (2) Two – (6) Six | Ten (10) days; maximum 80 hours | | (7) Seven | Fifteen (15) days; maximum 120 hours |
Lunds_and_Byerlys.pdf,Lunds and Byerlys,1,"Employee Handbook work safe • live well • play safe • help others Lund Food Holdings, Inc. Employee Handbook Page 2 of 42 TABLE OF CONTENTS I.YOUR HANDBOOK ............................................................................................................................................... 4 An Introduction ................................................................................................................................................. 4 Ii. ABOUT LUND FOOD HOLDINGS, INC. ................................................................................................................ 4 Our Vision ......................................................................................................................................................... 4 Our Mission....................................................................................................................................................... 5"
Lunds_and_Byerlys.pdf,Lunds and Byerlys,2,Our Values ........................................................................................................................................................ 5 Our History ....................................................................................................................................................... 6 Media Philosophy ............................................................................................................................................. 6 Iii. EMPLOYMENT POLICIES ................................................................................................................................... 6 Equal Opportunity Employer ............................................................................................................................ 6 Reasonable Accommodation Of Disabilities ..................................................................................................... 7
Lunds_and_Byerlys.pdf,Lunds and Byerlys,3,Immigration Law Compliance ........................................................................................................................... 7 Religious Tolerance ........................................................................................................................................... 8 Religious Accommodation ................................................................................................................................ 8 Harassment Including Offensive And Inappropriate Behavior ......................................................................... 8 Sexual Harassment ........................................................................................................................................... 9 Employment-At-Will ....................................................................................................................................... 10
Lunds_and_Byerlys.pdf,Lunds and Byerlys,4,"Employee Referrals ......................................................................................................................................... 10 Employment Of Relatives, Significant Others And Roommates ..................................................................... 10 Ethicspoint ...................................................................................................................................................... 11 Iv. EMPLOYEE RESPONSIBILITY ........................................................................................................................... 11 Standards Of Conduct ..................................................................................................................................... 11 Age-Restricted Activities ................................................................................................................................. 15"
Lunds_and_Byerlys.pdf,Lunds and Byerlys,5,Age-Restricted Work Hours ............................................................................................................................ 16 Age-Restricted Work Hours ............................................................................................................................ 16 Dress And Grooming ....................................................................................................................................... 16 Attendance ..................................................................................................................................................... 16 V. YOUR POSITION AND PAY ............................................................................................................................... 16 Hours Of Work And Schedule Flexibility ......................................................................................................... 16
Lunds_and_Byerlys.pdf,Lunds and Byerlys,6,"Hours Of Work, Overtime, And Employment Classifications ......................................................................... 17 Job Descriptions .............................................................................................................................................. 17 Work Schedules .............................................................................................................................................. 17 Break Periods And Lunch Periods ................................................................................................................... 17 Time Clock Use ................................................................................................................................................ 17 Compensation Philosophy .............................................................................................................................. 18"
Lunds_and_Byerlys.pdf,Lunds and Byerlys,7,Payment Of Wages ......................................................................................................................................... 18 Payday............................................................................................................................................................. 18 Direct Deposit ................................................................................................................................................. 18 No Tipping ....................................................................................................................................................... 18 Vi. FACILITIES AND SERVICE ................................................................................................................................ 19 Parking Facilities ............................................................................................................................................. 19
Lunds_and_Byerlys.pdf,Lunds and Byerlys,8,Breakrooms / Restrooms ................................................................................................................................ 19 Tobacco And Smoking Areas .......................................................................................................................... 19 Credit Union .................................................................................................................................................... 19 United Way ..................................................................................................................................................... 19 Vii. EMPLOYEE RELATIONS .................................................................................................................................. 19 Open-Door Policy ............................................................................................................................................ 19
Lunds_and_Byerlys.pdf,Lunds and Byerlys,9,"Performance Feedback ................................................................................................................................... 20 Service Awards................................................................................................................................................ 20 Service Awards................................................................................................................................................ 20 Employment Records ...................................................................................................................................... 20 Communications ............................................................................................................................................. 21 Lund Food Holdings, Inc. Employee Handbook Page 3 of 42 Viii. CAREER DEVELOPMENT, EDUCATION AND TRAINING ................................................................................ 21"
Lunds_and_Byerlys.pdf,Lunds and Byerlys,10,Career Development....................................................................................................................................... 21 Job Posting ...................................................................................................................................................... 21 Training Opportunities .................................................................................................................................... 21 Education Assistance ...................................................................................................................................... 21 Scholarship Programs ..................................................................................................................................... 22 Ix. TIME OFF BENEFITS ........................................................................................................................................ 22
Lunds_and_Byerlys.pdf,Lunds and Byerlys,11,Requesting A Leave:........................................................................................................................................ 22 Family And Medical Leave Act ........................................................................................................................ 22 Medical Leave ................................................................................................................................................. 23 Personal Leave ................................................................................................................................................ 24 Sick Or Injured Child Care Leave ..................................................................................................................... 24 Pregnancy And Parenting Leave ..................................................................................................................... 24
Lunds_and_Byerlys.pdf,Lunds and Byerlys,12,School Conference Leave ................................................................................................................................ 25 Military Leave ................................................................................................................................................. 25 Returning To Work From An Approved Leave Of Absence ............................................................................. 25 X. PAID TIME OFF BENEFITS ................................................................................................................................ 25 Calendar Holidays ........................................................................................................................................... 25 Paid Time Off For Non-Union Employees ....................................................................................................... 26
Lunds_and_Byerlys.pdf,Lunds and Byerlys,13,Vacation And Holidays .................................................................................................................................... 26 Use Of Paid Time Off And Carry Over ............................................................................................................. 26 Sick And Safe Time .......................................................................................................................................... 26 Funeral/Bereavement Leave .......................................................................................................................... 26 Jury Duty Leave ............................................................................................................................................... 26 Time-Off To Vote ............................................................................................................................................ 27
Lunds_and_Byerlys.pdf,Lunds and Byerlys,14,Time-Off To Vote ............................................................................................................................................ 27 Xi. HEALTH AND OTHER BENEFITS ...................................................................................................................... 27 Health Insurance Programs ............................................................................................................................ 27 Cobra Insurance Continuation Program ......................................................................................................... 27 401(K) Retirement Savings Programs ............................................................................................................. 28 Disability Insurance ......................................................................................................................................... 28
Lunds_and_Byerlys.pdf,Lunds and Byerlys,15,Employee Discount ......................................................................................................................................... 28 Travel And Expense Reimbursement .............................................................................................................. 28 Xii. LEAVING THE COMPANY ............................................................................................................................... 28 Resignation ..................................................................................................................................................... 28 Retirement ...................................................................................................................................................... 28 Other Types Of Separation ............................................................................................................................. 29
Lunds_and_Byerlys.pdf,Lunds and Byerlys,16,Exit Interviews ................................................................................................................................................ 29 Benefit Conversion Options ............................................................................................................................ 29 Release Of Employment Information ............................................................................................................. 29 Dispute Resolution Process (Drp) ................................................................................................................... 29 Xiii. YOUR KEY TO PERSONAL SAFETY AND LOSS PREVENTION .......................................................................... 29 Taking Care Of Yourself And Taking Care Of Others ....................................................................................... 30
Lunds_and_Byerlys.pdf,Lunds and Byerlys,17,"Safety Resources ............................................................................................................................................. 30 Personal Safety ............................................................................................................................................... 31 Environmental Safety ..................................................................................................................................... 33 Working With Food ......................................................................................................................................... 37 Just For You ..................................................................................................................................................... 39 Summary ......................................................................................................................................................... 41 Lund Food Holdings, Inc. Employee Handbook"
Lunds_and_Byerlys.pdf,Lunds and Byerlys,18,"Lund Food Holdings, Inc. Employee Handbook Page 4 of 42 I.YOUR HANDBOOK An Introduction This handbook is provided to each employee as a guide to the Company’s policies and procedures. It is not intended to create, and should not be construed as creating, a contract between the Company and any one or all of its employees. All employees are employed on an at-will basis. At-will employment means that either the Company or the employee can terminate the employment relationship at any time, with or without prior notice, for any reason not otherwise prohibited by law. Any representation to the contrary is not binding on the Company unless it is in writing and is signed by an authorized representative of the Company. Please read this handbook carefully. It describes many of your responsibilities as an employee and outlines the programs developed by the Company for your benefit. One of our primary objectives for"
Lunds_and_Byerlys.pdf,Lunds and Byerlys,19,"our employees is to create an environment that is conducive to both personal and professional growth. We believe you will find an abundance of resources in this handbook that will help you achieve your personal and professional goals. Our employee handbook cannot possibly anticipate every circumstance or question that may arise, and it should not be considered as the only or final source of information. It does replace all prior handbooks and related publications previously distributed. As questions arise, we ask that you consult with your manager or a human resources representative for further information about a policy, guideline, or any other information regarding your employment that may or may not be contained in this publication. As we continue to grow, and as our business environment continues to change, there may be a need to change the policies, guidelines, and benefits described in this handbook. As such, we reserve the right to"
